age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,plus_50
59.0,1,223215.0,15,10.0,2,10,0,4,1,0.0,0.0,42.0,38,0
17.0,2,95799.0,1,7.0,4,11,3,4,0,0.0,0.0,18.0,38,0
25.0,4,213385.0,15,10.0,4,2,3,4,1,0.0,0.0,80.0,38,0
49.0,1,202467.0,11,9.0,2,10,0,4,1,0.0,0.0,40.0,38,1
55.0,4,145574.0,11,9.0,0,3,1,4,1,34095.0,0.0,60.0,38,0
39.0,2,147548.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
67.0,2,105216.0,15,10.0,6,9,1,4,0,0.0,0.0,16.0,38,0
28.0,2,77760.0,11,9.0,4,7,4,4,1,0.0,0.0,40.0,38,0
35.0,2,167990.0,6,5.0,2,6,0,4,1,0.0,0.0,40.0,1,0
44.0,2,167005.0,11,9.0,2,0,0,4,1,0.0,0.0,48.0,38,1
51.0,2,108435.0,12,14.0,2,9,0,4,1,0.0,0.0,47.0,38,1
55.0,2,56645.0,9,13.0,6,4,3,1,1,0.0,0.0,40.0,38,0
45.0,1,304973.0,11,9.0,2,10,0,4,1,0.0,0.0,78.0,38,1
32.0,2,42596.0,11,9.0,2,2,0,4,1,0.0,0.0,48.0,38,0
45.0,2,220641.0,15,10.0,0,3,4,4,0,0.0,0.0,40.0,38,0
45.0,2,101452.0,12,14.0,2,3,0,4,1,15024.0,0.0,60.0,8,1
35.0,2,188888.0,9,13.0,4,11,1,4,1,0.0,0.0,40.0,38,1
55.0,1,168790.0,11,9.0,2,13,0,4,1,0.0,0.0,44.0,38,0
59.0,2,98361.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,1
22.0,2,401762.0,11,9.0,4,0,1,4,0,0.0,0.0,55.0,38,0
46.0,1,160187.0,12,14.0,6,3,4,2,0,0.0,0.0,35.0,38,0
23.0,2,203715.0,11,9.0,4,4,3,4,1,0.0,0.0,40.0,38,0
47.0,2,144351.0,9,13.0,2,3,0,4,1,0.0,0.0,45.0,38,1
34.0,2,420749.0,11,9.0,2,2,0,4,1,0.0,0.0,30.0,10,0
51.0,2,106151.0,1,7.0,0,13,3,4,1,0.0,0.0,40.0,38,0
40.0,2,362482.0,8,11.0,2,11,0,4,1,0.0,0.0,50.0,38,0
24.0,5,38151.0,15,10.0,4,0,3,4,1,0.0,0.0,12.0,38,0
20.0,2,42706.0,15,10.0,4,4,1,4,1,0.0,0.0,72.0,38,0
44.0,2,126199.0,15,10.0,0,13,4,4,1,1831.0,0.0,50.0,38,0
26.0,2,165510.0,11,9.0,0,2,4,4,1,0.0,0.0,40.0,38,0
35.0,1,216068.0,11,9.0,5,0,4,4,0,0.0,0.0,38.0,38,0
23.0,2,215624.0,15,10.0,4,6,4,1,1,0.0,0.0,40.0,39,0
40.0,2,239708.0,11,9.0,0,2,1,4,1,0.0,0.0,50.0,38,0
49.0,1,199378.0,11,9.0,2,10,0,4,1,0.0,0.0,40.0,38,0
32.0,2,230420.0,11,9.0,4,6,1,4,1,0.0,0.0,45.0,38,0
28.0,2,395022.0,8,11.0,0,9,4,4,0,0.0,0.0,40.0,38,0
51.0,2,338620.0,12,14.0,2,3,0,4,1,15024.0,0.0,60.0,38,1
62.0,2,210142.0,8,11.0,2,3,0,4,1,0.0,0.0,50.0,38,1
31.0,2,446358.0,15,10.0,2,6,0,4,1,0.0,0.0,40.0,25,0
47.0,1,352614.0,7,12.0,2,10,0,4,1,0.0,0.0,40.0,38,1
36.0,2,293528.0,8,11.0,4,12,1,4,0,0.0,0.0,3.0,38,0
44.0,5,55395.0,11,9.0,4,2,1,4,1,0.0,0.0,40.0,38,0
46.0,2,428405.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
32.0,2,126838.0,11,9.0,4,2,1,4,1,0.0,0.0,40.0,38,0
51.0,4,136836.0,7,12.0,0,13,4,2,0,0.0,0.0,30.0,38,0
48.0,2,105838.0,9,13.0,2,3,0,4,1,0.0,0.0,45.0,38,1
28.0,2,139903.0,9,13.0,4,6,4,2,0,0.0,0.0,40.0,38,0
57.0,3,106103.0,15,10.0,2,12,0,4,1,0.0,0.0,60.0,38,1
33.0,2,186824.0,8,11.0,2,11,0,4,1,0.0,0.0,40.0,38,0
42.0,2,350387.0,11,9.0,5,6,1,4,1,0.0,0.0,15.0,38,0
17.0,2,142912.0,0,6.0,4,7,3,4,1,0.0,0.0,40.0,38,0
31.0,3,114937.0,9,13.0,2,3,0,4,1,0.0,0.0,55.0,38,1
35.0,2,147258.0,15,10.0,4,6,1,4,1,0.0,1974.0,40.0,38,0
20.0,2,451996.0,11,9.0,4,5,3,4,1,0.0,0.0,40.0,38,0
36.0,2,149833.0,11,9.0,2,3,5,4,0,0.0,0.0,40.0,38,0
24.0,2,211968.0,15,10.0,4,11,1,4,0,0.0,0.0,24.0,38,0
33.0,2,287908.0,15,10.0,2,13,0,2,1,0.0,0.0,50.0,38,1
36.0,2,166549.0,15,10.0,2,0,0,4,1,0.0,0.0,40.0,38,0
31.0,2,25216.0,9,13.0,0,3,4,4,0,0.0,0.0,40.0,38,0
29.0,2,286452.0,7,12.0,0,11,4,4,0,3418.0,0.0,40.0,38,0
47.0,2,162034.0,9,13.0,2,11,0,4,1,0.0,0.0,60.0,38,1
30.0,2,186932.0,10,16.0,2,9,0,4,1,5178.0,0.0,75.0,38,1
34.0,2,82938.0,11,9.0,2,4,0,4,1,0.0,0.0,50.0,38,0
23.0,2,122048.0,11,9.0,4,6,2,4,0,0.0,0.0,40.0,38,0
33.0,2,118710.0,8,11.0,0,0,1,4,1,0.0,0.0,40.0,38,0
59.0,2,243226.0,0,6.0,0,6,1,4,0,0.0,0.0,40.0,38,0
67.0,4,268514.0,9,13.0,0,9,1,4,1,0.0,0.0,40.0,38,0
26.0,2,365289.0,11,9.0,0,6,1,4,1,0.0,0.0,40.0,38,0
27.0,2,165365.0,11,9.0,2,6,0,1,1,2885.0,0.0,40.0,24,0
24.0,2,283757.0,9,13.0,4,0,3,4,1,0.0,0.0,39.0,38,0
44.0,0,206553.0,8,11.0,0,12,1,4,1,0.0,0.0,40.0,38,0
31.0,2,113364.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
28.0,2,328949.0,14,15.0,2,9,0,4,1,0.0,0.0,60.0,38,0
19.0,2,83930.0,11,9.0,4,7,3,4,0,0.0,0.0,20.0,38,0
31.0,4,325355.0,9,13.0,2,3,5,4,0,0.0,1902.0,40.0,38,1
20.0,2,131852.0,11,9.0,4,0,1,4,0,0.0,0.0,40.0,38,0
64.0,2,119506.0,11,9.0,0,7,1,4,0,0.0,0.0,15.0,38,0
47.0,5,100818.0,11,9.0,2,0,5,4,0,0.0,0.0,40.0,38,1
36.0,2,162302.0,15,10.0,4,0,1,4,0,0.0,0.0,35.0,38,0
48.0,2,182211.0,11,9.0,2,2,0,4,1,0.0,0.0,44.0,38,1
19.0,4,194205.0,15,10.0,4,7,3,4,0,0.0,0.0,40.0,25,0
22.0,2,141040.0,11,9.0,4,11,3,2,0,0.0,0.0,35.0,38,0
56.0,2,346033.0,6,5.0,0,0,1,4,1,0.0,0.0,40.0,38,0
22.0,2,177125.0,15,10.0,4,0,1,4,1,0.0,0.0,50.0,38,0
37.0,2,241174.0,9,13.0,2,9,0,4,1,0.0,0.0,99.0,38,1
57.0,1,130532.0,9,13.0,6,9,1,4,0,0.0,0.0,35.0,38,0
38.0,2,168496.0,7,12.0,2,11,0,4,1,0.0,0.0,50.0,38,1
34.0,2,362787.0,11,9.0,4,6,4,2,0,0.0,0.0,40.0,38,0
38.0,0,48123.0,15,10.0,0,3,1,4,0,0.0,0.0,40.0,38,0
30.0,3,173858.0,15,10.0,2,3,0,1,1,0.0,1902.0,40.0,34,1
32.0,2,207201.0,9,13.0,4,9,1,4,1,0.0,0.0,45.0,38,1
29.0,2,37933.0,2,8.0,3,7,1,2,0,0.0,0.0,40.0,38,0
56.0,2,33323.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
42.0,2,175943.0,8,11.0,2,3,5,4,0,7298.0,0.0,35.0,38,1
71.0,1,229110.0,11,9.0,6,3,2,4,0,0.0,0.0,33.0,38,0
20.0,2,113511.0,1,7.0,4,13,3,4,1,0.0,0.0,40.0,38,0
25.0,2,333677.0,11,9.0,4,6,3,4,1,0.0,0.0,36.0,38,0
61.0,2,115023.0,15,10.0,2,9,0,4,1,0.0,0.0,50.0,38,1
24.0,5,133586.0,9,13.0,2,3,5,4,0,0.0,0.0,40.0,38,0
51.0,2,91137.0,6,5.0,4,7,4,2,0,0.0,0.0,40.0,38,0
27.0,2,105598.0,11,9.0,4,0,1,4,1,0.0,0.0,40.0,38,0
41.0,2,352812.0,15,10.0,2,3,5,4,0,0.0,1902.0,40.0,38,1
31.0,2,204829.0,11,9.0,0,6,1,4,1,0.0,0.0,40.0,38,0
39.0,2,247733.0,11,9.0,0,8,4,2,0,0.0,0.0,16.0,38,0
51.0,4,103257.0,14,15.0,2,9,0,4,1,0.0,0.0,40.0,38,0
52.0,2,178915.0,11,9.0,4,3,4,4,0,0.0,0.0,40.0,38,0
49.0,2,54260.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
43.0,2,55395.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
45.0,2,233511.0,9,13.0,2,3,0,4,1,0.0,1977.0,60.0,38,1
49.0,2,318331.0,11,9.0,0,6,1,4,1,0.0,0.0,40.0,38,0
19.0,2,195985.0,11,9.0,4,7,1,4,0,0.0,0.0,40.0,38,0
44.0,4,38876.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,38,0
67.0,3,81413.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0
58.0,2,172618.0,14,15.0,2,9,0,4,1,0.0,0.0,45.0,38,1
36.0,2,174717.0,9,13.0,2,9,0,4,1,7688.0,0.0,40.0,38,1
67.0,2,224984.0,11,9.0,6,0,1,4,0,15831.0,0.0,16.0,10,1
61.0,2,423297.0,10,16.0,2,9,0,4,1,0.0,0.0,40.0,38,1
55.0,1,88856.0,5,4.0,4,7,4,2,0,0.0,0.0,40.0,38,0
35.0,0,39207.0,11,9.0,4,0,1,4,1,0.0,0.0,40.0,38,0
35.0,2,340018.0,0,6.0,4,7,4,2,0,0.0,0.0,38.0,38,0
20.0,5,30796.0,15,10.0,4,0,3,4,0,0.0,0.0,10.0,38,0
51.0,2,155403.0,11,9.0,2,0,5,2,0,0.0,0.0,40.0,38,0
23.0,2,238092.0,9,13.0,4,9,3,4,1,0.0,0.0,40.0,38,0
39.0,2,225605.0,11,9.0,2,4,0,4,1,0.0,0.0,24.0,38,0
36.0,2,289148.0,15,10.0,0,7,4,4,0,0.0,0.0,40.0,38,0
47.0,2,339863.0,11,9.0,2,11,0,4,1,0.0,0.0,45.0,38,1
27.0,2,178778.0,9,13.0,4,11,1,4,1,0.0,0.0,80.0,38,1
29.0,2,568490.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
21.0,5,129345.0,15,10.0,4,10,1,4,1,0.0,0.0,40.0,38,0
18.0,2,447882.0,15,10.0,4,0,1,4,0,0.0,0.0,20.0,38,0
24.0,2,314165.0,15,10.0,4,3,3,4,1,0.0,0.0,20.0,38,0
39.0,0,382859.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
51.0,5,82504.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,38,0
47.0,2,149700.0,9,13.0,2,12,0,4,1,15024.0,0.0,40.0,38,1
62.0,2,209844.0,15,10.0,0,0,4,4,0,0.0,0.0,30.0,38,0
49.0,2,62546.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
20.0,2,228686.0,1,7.0,2,7,0,4,1,0.0,0.0,40.0,38,0
24.0,2,326587.0,15,10.0,4,11,1,4,1,0.0,0.0,40.0,38,0
25.0,2,202091.0,11,9.0,4,3,3,4,0,0.0,0.0,40.0,38,0
54.0,4,310774.0,9,13.0,2,11,0,4,1,0.0,0.0,40.0,38,0
25.0,2,450246.0,11,9.0,4,2,3,4,1,0.0,0.0,40.0,38,0
43.0,2,142444.0,15,10.0,0,11,4,4,0,0.0,0.0,55.0,38,1
26.0,2,82246.0,9,13.0,4,3,1,4,1,0.0,1876.0,38.0,38,0
24.0,2,192766.0,11,9.0,2,5,0,4,1,0.0,0.0,40.0,38,0
18.0,2,53109.0,1,7.0,4,7,3,0,1,0.0,0.0,20.0,38,0
45.0,4,298130.0,11,9.0,2,3,0,4,1,0.0,0.0,25.0,38,0
26.0,2,135645.0,9,13.0,4,11,1,4,1,0.0,0.0,40.0,38,0
47.0,2,265275.0,15,10.0,4,7,3,4,1,0.0,0.0,40.0,38,0
21.0,6,232719.0,11,9.0,4,2,3,2,1,0.0,0.0,40.0,38,0
29.0,2,167716.0,11,9.0,0,7,4,4,0,0.0,0.0,99.0,38,0
68.0,2,107627.0,15,10.0,2,9,0,4,1,0.0,0.0,15.0,38,0
21.0,2,129674.0,15,10.0,4,3,1,2,1,0.0,0.0,48.0,25,0
28.0,3,114053.0,15,10.0,4,3,1,4,1,0.0,0.0,30.0,38,0
46.0,2,202560.0,11,9.0,2,3,5,4,0,0.0,0.0,40.0,38,1
35.0,2,219902.0,11,9.0,5,13,4,2,0,0.0,0.0,48.0,38,0
50.0,4,192654.0,0,6.0,4,2,1,4,1,0.0,0.0,25.0,38,0
48.0,3,238966.0,15,10.0,0,3,1,4,1,0.0,0.0,40.0,38,0
59.0,2,153484.0,9,13.0,2,2,0,4,1,15024.0,0.0,50.0,38,1
23.0,2,161874.0,15,10.0,4,3,3,2,1,0.0,0.0,40.0,38,0
53.0,2,260106.0,11,9.0,6,11,1,4,0,0.0,0.0,30.0,38,0
50.0,3,240374.0,12,14.0,2,11,0,4,1,0.0,0.0,40.0,38,1
53.0,2,223696.0,2,8.0,3,5,1,3,1,0.0,0.0,56.0,5,0
52.0,2,176134.0,11,9.0,2,6,0,2,1,0.0,0.0,48.0,38,0
38.0,2,186959.0,9,13.0,2,9,0,4,1,0.0,0.0,50.0,38,0
43.0,2,456236.0,12,14.0,2,3,0,4,1,0.0,0.0,50.0,38,1
35.0,2,98948.0,9,13.0,2,7,5,4,0,0.0,0.0,32.0,38,0
41.0,2,166662.0,14,15.0,2,3,0,4,1,0.0,0.0,50.0,38,1
22.0,2,448626.0,15,10.0,4,11,3,4,1,0.0,0.0,40.0,38,0
39.0,2,167482.0,11,9.0,2,7,0,4,1,0.0,0.0,60.0,38,1
45.0,2,189792.0,12,14.0,2,11,0,4,1,0.0,0.0,40.0,38,1
31.0,2,399052.0,6,5.0,2,4,5,4,0,0.0,0.0,42.0,38,0
40.0,2,104196.0,9,13.0,2,9,0,4,1,0.0,1887.0,40.0,38,1
47.0,4,152752.0,4,3.0,2,13,0,4,1,0.0,0.0,20.0,38,0
53.0,2,268545.0,11,9.0,2,2,0,2,1,0.0,0.0,40.0,22,0
53.0,3,148532.0,9,13.0,2,11,0,4,1,0.0,0.0,60.0,38,1
33.0,1,281784.0,9,13.0,4,12,1,2,1,0.0,1564.0,52.0,38,1
24.0,2,225724.0,9,13.0,4,0,3,4,0,0.0,0.0,20.0,38,0
34.0,2,200192.0,15,10.0,4,7,1,4,0,0.0,0.0,40.0,38,0
46.0,3,170850.0,11,9.0,2,11,0,4,1,0.0,0.0,50.0,38,1
29.0,0,224858.0,15,10.0,2,10,0,4,1,0.0,0.0,60.0,38,0
61.0,5,159908.0,1,7.0,6,7,4,4,0,0.0,0.0,32.0,38,1
31.0,2,115488.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,38,0
29.0,2,1268339.0,11,9.0,3,12,3,2,1,0.0,0.0,40.0,38,0
42.0,2,195755.0,11,9.0,5,2,4,4,1,0.0,0.0,40.0,38,0
50.0,0,186272.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,38,0
34.0,2,181388.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0
39.0,2,177181.0,5,4.0,2,13,0,4,1,0.0,0.0,40.0,38,0
74.0,2,91488.0,3,2.0,2,13,0,2,1,0.0,0.0,20.0,38,0
40.0,2,230961.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,38,0
75.0,4,309955.0,14,15.0,2,9,0,4,1,0.0,2174.0,50.0,38,1
40.0,1,63042.0,9,13.0,2,9,5,4,0,0.0,0.0,40.0,38,1
36.0,2,29814.0,1,7.0,2,2,0,4,1,0.0,0.0,40.0,38,0
28.0,2,191088.0,9,13.0,2,3,5,4,0,0.0,0.0,40.0,38,1
19.0,2,63814.0,15,10.0,4,0,1,4,0,0.0,0.0,18.0,38,0
36.0,2,285865.0,7,12.0,5,7,4,2,0,0.0,0.0,32.0,38,0
50.0,0,299831.0,15,10.0,0,0,4,4,0,0.0,880.0,40.0,38,0
47.0,2,162741.0,7,12.0,2,9,5,2,0,15024.0,0.0,40.0,38,1
48.0,2,204990.0,11,9.0,4,12,4,2,0,0.0,0.0,33.0,22,0
60.0,3,171315.0,11,9.0,0,2,1,4,1,0.0,0.0,40.0,38,0
30.0,2,296462.0,12,14.0,4,9,1,2,1,0.0,0.0,30.0,38,0
32.0,2,103860.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1
45.0,1,159816.0,12,14.0,2,9,5,4,0,0.0,1977.0,35.0,38,1
51.0,2,96586.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,38,1
53.0,2,202720.0,6,5.0,3,6,4,2,1,0.0,0.0,75.0,13,0
48.0,4,379883.0,12,14.0,2,3,0,4,1,0.0,0.0,40.0,25,1
32.0,2,294121.0,7,12.0,0,6,1,4,0,0.0,0.0,50.0,38,0
31.0,2,234387.0,11,9.0,0,3,4,2,0,0.0,0.0,40.0,38,0
58.0,4,154537.0,9,13.0,0,7,1,4,0,0.0,0.0,20.0,38,0
32.0,2,125856.0,7,12.0,2,3,0,4,1,0.0,0.0,60.0,38,1
32.0,2,156015.0,9,13.0,4,9,1,4,1,0.0,0.0,40.0,38,0
40.0,2,116632.0,9,13.0,0,11,3,4,1,0.0,0.0,80.0,38,0
50.0,2,124963.0,9,13.0,2,3,0,4,1,99999.0,0.0,55.0,38,1
38.0,4,115215.0,0,6.0,5,6,1,4,1,0.0,0.0,40.0,38,0
30.0,2,254905.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
21.0,2,195532.0,11,9.0,4,0,4,4,0,0.0,0.0,40.0,38,0
28.0,2,190067.0,9,13.0,4,9,3,4,0,0.0,1564.0,40.0,38,1
32.0,2,203674.0,7,12.0,0,9,4,4,0,0.0,880.0,36.0,38,0
25.0,2,322585.0,11,9.0,4,11,1,4,1,0.0,0.0,45.0,38,0
59.0,2,246262.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,38,1
49.0,2,139268.0,15,10.0,4,2,3,4,1,0.0,0.0,40.0,38,0
36.0,2,188540.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0
46.0,2,94809.0,15,10.0,0,8,4,4,0,0.0,0.0,30.0,38,0
37.0,1,265038.0,14,15.0,2,9,0,4,1,0.0,0.0,60.0,38,1
48.0,2,182566.0,9,13.0,2,11,0,2,1,0.0,0.0,40.0,38,1
43.0,2,220109.0,15,10.0,2,7,0,4,1,0.0,1672.0,44.0,38,0
41.0,2,208470.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
54.0,2,28683.0,11,9.0,2,11,0,4,1,3464.0,0.0,40.0,38,0
36.0,2,233571.0,15,10.0,0,3,1,4,0,0.0,0.0,4.0,38,0
29.0,2,24562.0,9,13.0,0,7,4,3,0,0.0,0.0,40.0,38,0
66.0,1,36364.0,11,9.0,2,2,0,4,1,0.0,2267.0,40.0,38,0
59.0,2,168569.0,14,15.0,4,9,1,4,1,0.0,0.0,50.0,38,0
62.0,2,167098.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
29.0,2,271579.0,0,6.0,4,2,1,4,1,0.0,0.0,40.0,25,0
28.0,2,191355.0,9,13.0,2,11,0,4,1,0.0,0.0,45.0,38,1
27.0,2,31659.0,9,13.0,2,6,0,4,1,0.0,1887.0,60.0,38,1
42.0,5,83411.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
60.0,2,40856.0,8,11.0,2,2,0,4,1,0.0,0.0,46.0,38,1
58.0,2,115605.0,12,14.0,2,9,0,4,1,0.0,0.0,50.0,38,1
27.0,2,132326.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
45.0,2,220213.0,11,9.0,6,2,1,4,0,0.0,0.0,40.0,38,0
50.0,2,172511.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,1
43.0,2,156745.0,15,10.0,2,2,0,2,1,0.0,0.0,40.0,38,0
39.0,2,218916.0,14,15.0,0,3,1,4,1,0.0,0.0,50.0,38,0
21.0,2,306114.0,15,10.0,4,0,3,4,1,0.0,0.0,20.0,38,0
24.0,2,196675.0,11,9.0,2,5,0,2,1,0.0,0.0,70.0,38,0
59.0,4,73411.0,14,15.0,2,4,0,4,1,0.0,0.0,30.0,38,0
36.0,2,184659.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,1
35.0,2,320451.0,12,14.0,2,3,0,1,1,0.0,0.0,65.0,16,1
33.0,2,172498.0,15,10.0,0,5,3,4,1,0.0,0.0,40.0,38,0
30.0,2,131588.0,11,9.0,4,2,1,2,0,0.0,0.0,45.0,38,0
40.0,2,124520.0,8,11.0,0,2,4,4,1,0.0,0.0,50.0,38,1
26.0,4,93806.0,15,10.0,2,11,0,4,1,0.0,0.0,55.0,38,0
37.0,0,173192.0,8,11.0,5,0,1,2,1,0.0,0.0,40.0,38,0
68.0,4,198554.0,15,10.0,0,13,1,4,0,0.0,0.0,20.0,38,0
45.0,2,26502.0,9,13.0,2,2,0,4,1,0.0,0.0,72.0,38,1
56.0,2,225267.0,11,9.0,2,9,0,4,1,0.0,0.0,40.0,38,0
36.0,2,150042.0,11,9.0,4,0,3,4,0,0.0,0.0,40.0,38,0
50.0,2,211319.0,9,13.0,2,3,0,4,1,7298.0,0.0,50.0,38,1
38.0,2,208358.0,8,11.0,2,11,0,4,1,0.0,0.0,40.0,38,0
29.0,2,58115.0,9,13.0,2,11,0,4,1,0.0,0.0,41.0,38,0
28.0,2,219267.0,11,9.0,4,7,4,4,0,0.0,0.0,28.0,38,0
39.0,0,129573.0,15,10.0,2,0,0,4,1,0.0,0.0,50.0,38,0
26.0,1,27834.0,9,13.0,4,10,1,4,1,0.0,0.0,40.0,38,0
52.0,3,415037.0,15,10.0,0,3,1,4,1,0.0,0.0,65.0,38,1
52.0,2,191529.0,9,13.0,0,4,1,4,1,0.0,0.0,40.0,38,0
84.0,2,132806.0,11,9.0,6,7,1,4,0,0.0,0.0,13.0,38,0
33.0,0,137059.0,15,10.0,4,7,1,4,0,0.0,0.0,10.0,38,0
46.0,0,102308.0,14,15.0,2,9,0,4,1,15024.0,0.0,50.0,38,1
30.0,2,164309.0,11,9.0,4,11,1,4,0,0.0,0.0,35.0,38,0
38.0,2,40955.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,8,1
66.0,2,141085.0,11,9.0,6,8,1,4,0,0.0,0.0,8.0,38,0
62.0,0,258124.0,12,14.0,2,0,0,4,1,0.0,0.0,40.0,21,1
31.0,2,467579.0,9,13.0,2,3,0,2,1,0.0,1887.0,40.0,38,1
31.0,2,145139.0,9,13.0,2,2,0,4,1,0.0,0.0,40.0,38,1
39.0,2,231141.0,11,9.0,2,6,0,4,1,2829.0,0.0,40.0,38,0
27.0,2,242207.0,9,13.0,4,12,3,4,0,0.0,0.0,40.0,38,0
38.0,2,135416.0,15,10.0,0,0,3,4,0,0.0,0.0,40.0,38,0
25.0,2,267284.0,11,9.0,4,5,2,4,1,0.0,0.0,40.0,38,0
48.0,2,130812.0,11,9.0,2,3,5,4,0,0.0,0.0,40.0,38,0
45.0,1,188823.0,12,14.0,2,9,0,4,1,0.0,0.0,50.0,38,1
22.0,2,200593.0,15,10.0,4,11,3,4,1,0.0,0.0,40.0,38,0
50.0,2,124094.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,30,0
21.0,2,50411.0,11,9.0,4,4,1,4,1,0.0,0.0,40.0,38,0
44.0,1,101689.0,15,10.0,0,0,4,4,0,0.0,0.0,40.0,38,0
60.0,4,73091.0,11,9.0,5,7,1,2,1,0.0,1876.0,50.0,38,0
51.0,2,176969.0,11,9.0,2,6,0,4,1,0.0,0.0,48.0,38,0
30.0,2,342709.0,11,9.0,3,2,2,4,1,0.0,0.0,40.0,38,0
46.0,4,368561.0,7,12.0,0,2,1,4,1,0.0,0.0,40.0,38,0
43.0,2,26915.0,8,11.0,2,3,0,4,1,0.0,0.0,45.0,38,1
57.0,2,157974.0,11,9.0,4,7,1,2,1,0.0,0.0,48.0,38,0
48.0,2,109832.0,12,14.0,2,9,0,4,1,0.0,1902.0,40.0,38,1
68.0,4,195881.0,11,9.0,2,4,0,4,1,2414.0,0.0,40.0,38,0
33.0,2,183000.0,15,10.0,4,7,1,4,1,0.0,0.0,24.0,38,0
22.0,6,302347.0,11,9.0,4,5,3,4,1,4416.0,0.0,40.0,38,0
28.0,2,217200.0,11,9.0,4,6,1,4,1,0.0,0.0,50.0,38,0
32.0,2,31740.0,12,14.0,2,9,0,1,1,0.0,0.0,40.0,18,0
56.0,2,35520.0,11,9.0,0,2,1,4,1,0.0,0.0,42.0,38,0
36.0,2,369843.0,11,9.0,2,7,0,4,1,0.0,0.0,50.0,38,0
34.0,2,199227.0,15,10.0,2,3,0,4,1,0.0,0.0,55.0,38,0
18.0,2,144711.0,11,9.0,4,11,1,4,0,0.0,1721.0,40.0,38,0
39.0,2,382802.0,0,6.0,6,6,1,2,1,0.0,1590.0,40.0,38,0
25.0,2,254781.0,9,13.0,4,3,1,4,0,0.0,0.0,40.0,38,0
27.0,4,70657.0,15,10.0,4,2,1,4,1,0.0,0.0,35.0,38,0
56.0,4,50791.0,12,14.0,0,11,1,4,1,0.0,1876.0,60.0,38,0
33.0,4,222162.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
49.0,3,94606.0,10,16.0,2,9,0,2,1,0.0,0.0,60.0,38,1
44.0,4,104196.0,11,9.0,2,3,0,4,1,0.0,0.0,84.0,38,0
30.0,4,455995.0,1,7.0,4,2,1,4,1,0.0,0.0,45.0,38,1
27.0,2,166210.0,11,9.0,0,2,1,4,1,0.0,0.0,50.0,38,0
25.0,2,198986.0,9,13.0,4,0,1,4,1,0.0,0.0,40.0,38,1
30.0,3,292465.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0
38.0,2,99388.0,7,12.0,2,7,0,4,1,0.0,0.0,40.0,7,0
38.0,2,698363.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
46.0,2,154940.0,15,10.0,0,11,4,4,0,0.0,0.0,40.0,38,0
37.0,2,401998.0,11,9.0,6,6,4,4,0,0.0,0.0,20.0,38,0
62.0,2,162825.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
55.0,4,271795.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
47.0,4,134671.0,11,9.0,3,2,1,4,1,0.0,0.0,40.0,38,0
45.0,2,87583.0,11,9.0,2,9,5,4,0,0.0,0.0,14.0,38,0
50.0,2,248619.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
36.0,2,130200.0,11,9.0,0,6,4,4,1,0.0,0.0,40.0,38,0
45.0,2,178922.0,11,9.0,4,11,1,4,0,0.0,0.0,20.0,38,0
23.0,2,51985.0,11,9.0,4,13,1,4,1,0.0,0.0,38.0,38,0
